id,word,tag,sentiment,aspect,class1,class2,class3
2,mending,O,NEU,,NEU,O-NEU,O-NEU
2,beli,O,NEU,,NEU,O-NEU,O-NEU
2,mobil,O,NEU,,NEU,O-NEU,O-NEU
2,niaga,O,NEU,,NEU,O-NEU,O-NEU
2,l300,O,NEU,,NEU,O-NEU,O-NEU
2,canter,O,NEU,,NEU,O-NEU,O-NEU
2,irit,U,POS,FUEL,POS-FUEL,U-POS-FUEL,U-POS
2,dan,C,NEU,,NEU,C-NEU,C-NEU
2,bandel,U,POS,MACHINE,POS-MACHINE,U-POS-MACHINE,U-POS
3,dari,O,NEU,,NEU,O-NEU,O-NEU
3,segi,O,NEU,,NEU,O-NEU,O-NEU
3,harga,O,NEU,,NEU,O-NEU,O-NEU
3,pajero,B,NEG,PRICE,NEG-PRICE,B-NEG-PRICE,B-NEG
3,lebih,I,NEG,PRICE,NEG-PRICE,I-NEG-PRICE,I-NEG
3,mahal,L,NEG,PRICE,NEG-PRICE,L-NEG-PRICE,L-NEG
3,30,O,NEU,,NEU,O-NEU,O-NEU
3,juta,O,NEU,,NEU,O-NEU,O-NEU
3,banding,O,NEU,,NEU,O-NEU,O-NEU
3,fortuner,O,NEU,,NEU,O-NEU,O-NEU
4,kalo,O,NEU,,NEU,O-NEU,O-NEU
4,gw,O,NEU,,NEU,O-NEU,O-NEU
4,enak,U,POS,OTHERS,POS-OTHERS,U-POS-OTHERS,U-POS
4,pajero,O,NEU,,NEU,O-NEU,O-NEU
4,si,O,NEU,,NEU,O-NEU,O-NEU
5,ch,O,NEU,,NEU,O-NEU,O-NEU
5,r,O,NEU,,NEU,O-NEU,O-NEU
5,versi,O,NEU,,NEU,O-NEU,O-NEU
5,negara,O,NEU,,NEU,O-NEU,O-NEU
5,kurang,O,NEU,,NEU,O-NEU,O-NEU
5,worth,O,NEU,,NEU,O-NEU,O-NEU
5,it,O,NEU,,NEU,O-NEU,O-NEU
5,soal,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
5,fitur,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
5,dan,C,NEU,,NEU,C-NEU,C-NEU
5,lengkap,U,NEG,PART,NEG-PART,U-NEG-PART,U-NEG
6,linaradj,O,NEU,,NEU,O-NEU,O-NEU
6,kapankapan,O,NEU,,NEU,O-NEU,O-NEU
6,coba,O,NEU,,NEU,O-NEU,O-NEU
6,bengkel,O,NEU,,NEU,O-NEU,O-NEU
6,daihatsu,O,NEU,,NEU,O-NEU,O-NEU
6,mau,O,NEU,,NEU,O-NEU,O-NEU
6,kok,O,NEU,,NEU,O-NEU,O-NEU
6,servis,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
6,lebih,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
6,bagus,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
7,mending,O,NEU,,NEU,O-NEU,O-NEU
7,confero,O,NEU,,NEU,O-NEU,O-NEU
7,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
7,lebih,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
7,murah,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
7,daripada,C,NEU,,NEU,C-NEU,C-NEU
7,formo,U,NEG,PRICE,NEG-PRICE,U-NEG-PRICE,U-NEG
8,kalo,O,NEU,,NEU,O-NEU,O-NEU
8,soal,O,NEU,,NEU,O-NEU,O-NEU
8,servis,O,NEU,,NEU,O-NEU,O-NEU
8,mending,O,NEU,,NEU,O-NEU,O-NEU
8,pilih,O,NEU,,NEU,O-NEU,O-NEU
8,grand,O,NEU,,NEU,O-NEU,O-NEU
8,livina,O,NEU,,NEU,O-NEU,O-NEU
8,soal,O,NEU,,NEU,O-NEU,O-NEU
8,after,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
8,sales,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
8,service,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
8,mudah,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
8,dan,C,NEU,,NEU,C-NEU,C-NEU
8,cepat,U,POS,SERVICE,POS-SERVICE,U-POS-SERVICE,U-POS
9,lampu,O,NEU,,NEU,O-NEU,O-NEU
9,utama,O,NEU,,NEU,O-NEU,O-NEU
9,depan,O,NEU,,NEU,O-NEU,O-NEU
9,grand,O,NEU,,NEU,O-NEU,O-NEU
9,new,O,NEU,,NEU,O-NEU,O-NEU
9,veloz,O,NEU,,NEU,O-NEU,O-NEU
9,dapat,O,NEU,,NEU,O-NEU,O-NEU
9,ubah,O,NEU,,NEU,O-NEU,O-NEU
9,desain,B,POS,PART,POS-PART,B-POS-PART,B-POS
9,dan,I,POS,PART,POS-PART,I-POS-PART,I-POS
9,kes,I,POS,PART,POS-PART,I-POS-PART,I-POS
9,lebih,I,POS,PART,POS-PART,I-POS-PART,I-POS
9,agresif,L,POS,PART,POS-PART,L-POS-PART,L-POS
9,dan,C,NEU,,NEU,C-NEU,C-NEU
9,sedikit,B,POS,PART,POS-PART,B-POS-PART,B-POS
9,tonjol,L,POS,PART,POS-PART,L-POS-PART,L-POS
10,motor,O,NEU,,NEU,O-NEU,O-NEU
10,beat,O,NEU,,NEU,O-NEU,O-NEU
10,aku,O,NEU,,NEU,O-NEU,O-NEU
10,tani,O,NEU,,NEU,O-NEU,O-NEU
10,aku,O,NEU,,NEU,O-NEU,O-NEU
10,mana,O,NEU,,NEU,O-NEU,O-NEU
10,dan,O,NEU,,NEU,O-NEU,O-NEU
10,penting,O,NEU,,NEU,O-NEU,O-NEU
10,bbm,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
10,ramah,I,POS,FUEL,POS-FUEL,I-POS-FUEL,I-POS
10,lingkung,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
10,dan,C,NEU,,NEU,C-NEU,C-NEU
10,ramah,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
10,kantong,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
10,dan,C,NEU,,NEU,C-NEU,C-NEU
10,tari,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
10,mantap,I,POS,MACHINE,POS-MACHINE,I-POS-MACHINE,I-POS
10,banget,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
11,xenia,O,NEU,,NEU,O-NEU,O-NEU
11,tahun,O,NEU,,NEU,O-NEU,O-NEU
11,2008,O,NEU,,NEU,O-NEU,O-NEU
11,bolakbalik,O,NEU,,NEU,O-NEU,O-NEU
11,jakarta,O,NEU,,NEU,O-NEU,O-NEU
11,bandung,O,NEU,,NEU,O-NEU,O-NEU
11,aki,B,POS,PART,POS-PART,B-POS-PART,B-POS
11,tetap,I,POS,PART,POS-PART,I-POS-PART,I-POS
11,aman,L,POS,PART,POS-PART,L-POS-PART,L-POS
12,yamahaid,O,NEU,,NEU,O-NEU,O-NEU
12,awat,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
12,motor,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
12,injeksi,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
12,yamaha,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
12,mudah,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
12,dan,C,NEU,,NEU,C-NEU,C-NEU
12,murah,U,POS,SERVICE,POS-SERVICE,U-POS-SERVICE,U-POS
13,buat,O,NEU,,NEU,O-NEU,O-NEU
13,kota,O,NEU,,NEU,O-NEU,O-NEU
13,xpander,O,NEU,,NEU,O-NEU,O-NEU
13,bagus,B,POS,PART,POS-PART,B-POS-PART,B-POS
13,karna,I,POS,PART,POS-PART,I-POS-PART,I-POS
13,model,I,POS,PART,POS-PART,I-POS-PART,I-POS
13,kalem,L,POS,PART,POS-PART,L-POS-PART,L-POS
13,dan,O,NEU,,NEU,O-NEU,O-NEU
13,kesan,O,NEU,,NEU,O-NEU,O-NEU
13,car,O,NEU,,NEU,O-NEU,O-NEU
13,city,O,NEU,,NEU,O-NEU,O-NEU
14,brio,O,NEU,,NEU,O-NEU,O-NEU
14,pajak,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
14,murah,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
14,ckd,O,NEU,,NEU,O-NEU,O-NEU
14,daripada,O,NEU,,NEU,O-NEU,O-NEU
14,ignis,O,NEU,,NEU,O-NEU,O-NEU
14,sirion,O,NEU,,NEU,O-NEU,O-NEU
14,yg,O,NEU,,NEU,O-NEU,O-NEU
14,cbu,O,NEU,,NEU,O-NEU,O-NEU
14,pajak,B,NEG,PRICE,NEG-PRICE,B-NEG-PRICE,B-NEG
14,mahal,L,NEG,PRICE,NEG-PRICE,L-NEG-PRICE,L-NEG
14,trus,O,NEU,,NEU,O-NEU,O-NEU
14,onderdil,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
14,susah,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
14,lama,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
14,kalo,O,NEU,,NEU,O-NEU,O-NEU
14,mau,O,NEU,,NEU,O-NEU,O-NEU
14,klaim,O,NEU,,NEU,O-NEU,O-NEU
14,asuransi,O,NEU,,NEU,O-NEU,O-NEU
15,toyota,O,NEU,,NEU,O-NEU,O-NEU
15,menang,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
15,harga,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
15,kalo,O,NEU,,NEU,O-NEU,O-NEU
15,nanti,O,NEU,,NEU,O-NEU,O-NEU
15,mau,O,NEU,,NEU,O-NEU,O-NEU
15,jual,O,NEU,,NEU,O-NEU,O-NEU
16,all,O,NEU,,NEU,O-NEU,O-NEU
16,new,O,NEU,,NEU,O-NEU,O-NEU
16,toyota,O,NEU,,NEU,O-NEU,O-NEU
16,kijang,O,NEU,,NEU,O-NEU,O-NEU
16,innova,O,NEU,,NEU,O-NEU,O-NEU
16,g,O,NEU,,NEU,O-NEU,O-NEU
16,diesel,O,NEU,,NEU,O-NEU,O-NEU
16,2017,O,NEU,,NEU,O-NEU,O-NEU
16,mesin,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
16,bandel,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
16,nan,C,NEU,,NEU,C-NEU,C-NEU
16,irit,U,POS,FUEL,POS-FUEL,U-POS-FUEL,U-POS
16,otolovers,O,NEU,,NEU,O-NEU,O-NEU
17,khusus,O,NEU,,NEU,O-NEU,O-NEU
17,daihatsu,O,NEU,,NEU,O-NEU,O-NEU
17,xenia,O,NEU,,NEU,O-NEU,O-NEU
17,sporty,O,NEU,,NEU,O-NEU,O-NEU
17,manual,O,NEU,,NEU,O-NEU,O-NEU
17,baru,O,NEU,,NEU,O-NEU,O-NEU
17,samping,O,NEU,,NEU,O-NEU,O-NEU
17,irit,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
17,bbm,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
17,suara,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
17,mesin,I,POS,MACHINE,POS-MACHINE,I-POS-MACHINE,I-POS
17,halus,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
17,tari,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
17,lebih,I,POS,MACHINE,POS-MACHINE,I-POS-MACHINE,I-POS
17,baik,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
17,dari,O,NEU,,NEU,O-NEU,O-NEU
17,generasi,O,NEU,,NEU,O-NEU,O-NEU
17,belum,O,NEU,,NEU,O-NEU,O-NEU
17,dan,O,NEU,,NEU,O-NEU,O-NEU
17,akselerasi,B,POS,PART,POS-PART,B-POS-PART,B-POS
17,cukup,I,POS,PART,POS-PART,I-POS-PART,I-POS
17,baik,L,POS,PART,POS-PART,L-POS-PART,L-POS
17,dan,C,NEU,,NEU,C-NEU,C-NEU
17,variasi,B,POS,PART,POS-PART,B-POS-PART,B-POS
17,terlalu,I,POS,PART,POS-PART,I-POS-PART,I-POS
17,monoton,I,POS,PART,POS-PART,I-POS-PART,I-POS
17,ramai,L,POS,PART,POS-PART,L-POS-PART,L-POS
18,sekarang,O,NEU,,NEU,O-NEU,O-NEU
18,great,O,NEU,,NEU,O-NEU,O-NEU
18,new,O,NEU,,NEU,O-NEU,O-NEU
18,xenia,O,NEU,,NEU,O-NEU,O-NEU
18,punya,O,NEU,,NEU,O-NEU,O-NEU
18,fasilitas,B,POS,PART,POS-PART,B-POS-PART,B-POS
18,wow,L,POS,PART,POS-PART,L-POS-PART,L-POS
18,dengan,O,NEU,,NEU,O-NEU,O-NEU
18,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
18,sahabat,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
18,bahkan,O,NEU,,NEU,O-NEU,O-NEU
18,lebih,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
18,murah,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
18,daripada,I,POS,PRICE,POS-PRICE,I-POS-PRICE,I-POS
18,rival,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
19,punya,O,NEU,,NEU,O-NEU,O-NEU
19,mobil,O,NEU,,NEU,O-NEU,O-NEU
19,altis,O,NEU,,NEU,O-NEU,O-NEU
19,awet,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
19,baru,O,NEU,,NEU,O-NEU,O-NEU
19,tahun,O,NEU,,NEU,O-NEU,O-NEU
19,rusak,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
20,xenia,O,NEU,,NEU,O-NEU,O-NEU
20,ku,O,NEU,,NEU,O-NEU,O-NEU
20,tipe,O,NEU,,NEU,O-NEU,O-NEU
20,xi,O,NEU,,NEU,O-NEU,O-NEU
20,15,O,NEU,,NEU,O-NEU,O-NEU
20,tahun,O,NEU,,NEU,O-NEU,O-NEU
20,dan,O,NEU,,NEU,O-NEU,O-NEU
20,cukup,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
20,bangga,I,POS,MACHINE,POS-MACHINE,I-POS-MACHINE,I-POS
20,dengan,I,POS,MACHINE,POS-MACHINE,I-POS-MACHINE,I-POS
20,performa,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
21,service,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
21,rutin,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
21,bengkel,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
21,daihatsu,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
21,resmi,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
21,gak,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
21,jamin,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
21,rem,O,NEU,,NEU,O-NEU,O-NEU
21,ku,O,NEU,,NEU,O-NEU,O-NEU
21,blong,O,NEU,,NEU,O-NEU,O-NEU
21,waktu,O,NEU,,NEU,O-NEU,O-NEU
21,jalan,O,NEU,,NEU,O-NEU,O-NEU
22,pakai,O,NEU,,NEU,O-NEU,O-NEU
22,karimun,O,NEU,,NEU,O-NEU,O-NEU
22,adik,O,NEU,,NEU,O-NEU,O-NEU
22,pakai,O,NEU,,NEU,O-NEU,O-NEU
22,brio,O,NEU,,NEU,O-NEU,O-NEU
22,memang,O,NEU,,NEU,O-NEU,O-NEU
22,karimun,O,NEU,,NEU,O-NEU,O-NEU
22,lebih,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
22,nyaman,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
22,walau,C,NEU,,NEU,C-NEU,C-NEU
22,lebih,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
22,murah,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
22,dari,O,NEU,,NEU,O-NEU,O-NEU
22,brio,O,NEU,,NEU,O-NEU,O-NEU
23,bodi,B,POS,PART,POS-PART,B-POS-PART,B-POS
23,plus,I,POS,PART,POS-PART,I-POS-PART,I-POS
23,tampil,I,POS,PART,POS-PART,I-POS-PART,I-POS
23,avanza,I,POS,PART,POS-PART,I-POS-PART,I-POS
23,baru,I,POS,PART,POS-PART,I-POS-PART,I-POS
23,mantap,L,POS,PART,POS-PART,L-POS-PART,L-POS
23,juragan,O,NEU,,NEU,O-NEU,O-NEU
24,dari,O,NEU,,NEU,O-NEU,O-NEU
24,dulu,O,NEU,,NEU,O-NEU,O-NEU
24,toyota,O,NEU,,NEU,O-NEU,O-NEU
24,selalu,O,NEU,,NEU,O-NEU,O-NEU
24,kasih,O,NEU,,NEU,O-NEU,O-NEU
24,produk,O,NEU,,NEU,O-NEU,O-NEU
24,super,B,NEG,PRICE,NEG-PRICE,B-NEG-PRICE,B-NEG
24,mahal,L,NEG,PRICE,NEG-PRICE,L-NEG-PRICE,L-NEG
24,dengan,C,NEU,,NEU,C-NEU,C-NEU
24,fitur,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
24,pas,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
24,pas,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
25,udah,O,NEU,,NEU,O-NEU,O-NEU
25,gaya,B,POS,PART,POS-PART,B-POS-PART,B-POS
25,stylish,L,POS,PART,POS-PART,L-POS-PART,L-POS
25,ekonomis,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
25,beli,O,NEU,,NEU,O-NEU,O-NEU
25,calya,O,NEU,,NEU,O-NEU,O-NEU
25,deh,O,NEU,,NEU,O-NEU,O-NEU
26,avanza,O,NEU,,NEU,O-NEU,O-NEU
26,mobil,O,NEU,,NEU,O-NEU,O-NEU
26,paling,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
26,bandel,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
27,mobil,O,NEU,,NEU,O-NEU,O-NEU
27,kualitas,B,NEG,OTHERS,NEG-OTHERS,B-NEG-OTHERS,B-NEG
27,jelek,L,NEG,OTHERS,NEG-OTHERS,L-NEG-OTHERS,L-NEG
27,kayak,O,NEU,,NEU,O-NEU,O-NEU
27,wuling,O,NEU,,NEU,O-NEU,O-NEU
27,masuk,O,NEU,,NEU,O-NEU,O-NEU
27,indonesia,O,NEU,,NEU,O-NEU,O-NEU
28,layan,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
28,bengkel,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
28,daihatsu,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
28,bagus,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
29,gue,O,NEU,,NEU,O-NEU,O-NEU
29,punya,O,NEU,,NEU,O-NEU,O-NEU
29,xenia,O,NEU,,NEU,O-NEU,O-NEU
29,xi,O,NEU,,NEU,O-NEU,O-NEU
29,dasbor,O,NEU,,NEU,O-NEU,O-NEU
29,nabrak,O,NEU,,NEU,O-NEU,O-NEU
29,pohon,O,NEU,,NEU,O-NEU,O-NEU
29,hari,O,NEU,,NEU,O-NEU,O-NEU
29,baik,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
29,servis,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,resmi,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,daihatsu,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,langsung,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,jadi,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,kayak,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,baru,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
29,keren,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
30,fortuner,O,NEU,,NEU,O-NEU,O-NEU
30,per,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
30,keras,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
30,capek,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
31,lebih,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
31,bagus,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
31,mobil,O,NEU,,NEU,O-NEU,O-NEU
31,esemka,O,NEU,,NEU,O-NEU,O-NEU
31,mobil,O,NEU,,NEU,O-NEU,O-NEU
31,nasional,O,NEU,,NEU,O-NEU,O-NEU
31,asli,O,NEU,,NEU,O-NEU,O-NEU
31,buat,O,NEU,,NEU,O-NEU,O-NEU
31,negeri,O,NEU,,NEU,O-NEU,O-NEU
31,harga,B,POS,PRICE,POS-PRICE,B-POS-PRICE,B-POS
31,jangkau,L,POS,PRICE,POS-PRICE,L-POS-PRICE,L-POS
31,irit,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
31,bbm,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
31,mesin,B,POS,MACHINE,POS-MACHINE,B-POS-MACHINE,B-POS
31,tangguh,L,POS,MACHINE,POS-MACHINE,L-POS-MACHINE,L-POS
32,nissan,O,NEU,,NEU,O-NEU,O-NEU
32,memang,B,NEG,PRICE,NEG-PRICE,B-NEG-PRICE,B-NEG
32,mahal,L,NEG,PRICE,NEG-PRICE,L-NEG-PRICE,L-NEG
32,tetapi,C,NEU,,NEU,C-NEU,C-NEU
32,daya,B,POS,OTHERS,POS-OTHERS,B-POS-OTHERS,B-POS
32,tahan,I,POS,OTHERS,POS-OTHERS,I-POS-OTHERS,I-POS
32,bagus,L,POS,OTHERS,POS-OTHERS,L-POS-OTHERS,L-POS
33,fortuner,O,NEU,,NEU,O-NEU,O-NEU
33,gak,O,NEU,,NEU,O-NEU,O-NEU
33,cocok,O,NEU,,NEU,O-NEU,O-NEU
33,buat,O,NEU,,NEU,O-NEU,O-NEU
33,mahasiswa,O,NEU,,NEU,O-NEU,O-NEU
33,dari,O,NEU,,NEU,O-NEU,O-NEU
33,segi,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
33,desain,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
33,terlalu,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
33,colok,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
33,dan,C,NEU,,NEU,C-NEU,C-NEU
33,mahal,U,NEG,PRICE,NEG-PRICE,U-NEG-PRICE,U-NEG
34,servis,B,POS,SERVICE,POS-SERVICE,B-POS-SERVICE,B-POS
34,bengkel,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
34,toyota,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
34,lebih,I,POS,SERVICE,POS-SERVICE,I-POS-SERVICE,I-POS
34,cepat,L,POS,SERVICE,POS-SERVICE,L-POS-SERVICE,L-POS
35,honda,O,NEU,,NEU,O-NEU,O-NEU
35,spacy,O,NEU,,NEU,O-NEU,O-NEU
35,irit,B,POS,FUEL,POS-FUEL,B-POS-FUEL,B-POS
35,banget,L,POS,FUEL,POS-FUEL,L-POS-FUEL,L-POS
35,sumpah,O,NEU,,NEU,O-NEU,O-NEU
36,gak,O,NEU,,NEU,O-NEU,O-NEU
36,tidur,O,NEU,,NEU,O-NEU,O-NEU
36,kalau,O,NEU,,NEU,O-NEU,O-NEU
36,malammalam,O,NEU,,NEU,O-NEU,O-NEU
36,mobil,O,NEU,,NEU,O-NEU,O-NEU
36,suara,B,NEG,PART,NEG-PART,B-NEG-PART,B-NEG
36,ac,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
36,berisik,I,NEG,PART,NEG-PART,I-NEG-PART,I-NEG
36,sekali,L,NEG,PART,NEG-PART,L-NEG-PART,L-NEG
37,ih,O,NEU,,NEU,O-NEU,O-NEU
37,bengkel,B,NEG,SERVICE,NEG-SERVICE,B-NEG-SERVICE,B-NEG
37,honda,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
37,picik,I,NEG,SERVICE,NEG-SERVICE,I-NEG-SERVICE,I-NEG
37,banget,L,NEG,SERVICE,NEG-SERVICE,L-NEG-SERVICE,L-NEG
37,masa,O,NEU,,NEU,O-NEU,O-NEU
37,iya,O,NEU,,NEU,O-NEU,O-NEU
37,aki,O,NEU,,NEU,O-NEU,O-NEU
37,motor,O,NEU,,NEU,O-NEU,O-NEU
37,gue,O,NEU,,NEU,O-NEU,O-NEU
37,tukar,O,NEU,,NEU,O-NEU,O-NEU
37,sama,O,NEU,,NEU,O-NEU,O-NEU
37,jelek,O,NEU,,NEU,O-NEU,O-NEU
37,biar,O,NEU,,NEU,O-NEU,O-NEU
37,gak,O,NEU,,NEU,O-NEU,O-NEU
37,hidup,O,NEU,,NEU,O-NEU,O-NEU
37,terus,O,NEU,,NEU,O-NEU,O-NEU
37,keluh,O,NEU,,NEU,O-NEU,O-NEU
37,terus,O,NEU,,NEU,O-NEU,O-NEU
37,sana,O,NEU,,NEU,O-NEU,O-NEU
37,gitu,O,NEU,,NEU,O-NEU,O-NEU
38,dari,O,NEU,,NEU,O-NEU,O-NEU
